OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:181003:1020:SR:W,Sample-Routine,Water,,2018-10-03,10:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;Animas_SanJuan_Watershed_Storm,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Antimony,Total,0.22,ug/l,J;U,Final,,Actual,,,,,,Metals in Water by ICP/MS,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:190514:1130:SR:W,Sample-Routine,Water,,2019-05-14,11:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Zinc,Dissolved,476,ug/l,,Final,,Actual,,,,,,"Metals - Dissolved, in Water by ICP-AES",,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,,,,Lower Reporting Limit,25,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_MI_082316B,Field Msr/Obs,Biological,,2016-08-23,,,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,NRSA,USEPA_REGION8,National River  and Streams Assessment Benthic Collection method,Rectangular Net,,Count,,1,count,,Final,,Actual,,,,,,,,,,,Perlodidae,,,,,,"Great Lakes Environmental Center, Inc.",,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_SED_082816,Sample-Routine,Sediment,,2016-08-28,11:15:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Disposable plastic scoop,,Vanadium,Total,23,mg/kg,J+,Final,,Actual,Dry,,,,,,,,,,,,6020A,USEPA,6020 A ~ ICP-MS,https://www.nemi.gov/methods/method_summary/9186/,TestAmerica Savannah,2016-09-02,,Lower Quantitation Limit,0.5,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_060616L,Sample-Routine,Water,Surface Water,2016-06-06,12:40:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Beryllium,Dissolved,,ug/l,U,Final,,Actual,Wet,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2016-06-10,,Lower Quantitation Limit,0.4,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:190514:1130:SR:W,Sample-Routine,Water,,2019-05-14,11:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Mercury,Total,1.4,ng/l,,Final,,Actual,,,,,,,,,,,,,1631E,USEPA,"1631E ~ Mercury in Water by Oxidation, Purge and Trap, and CVAFS",,,,,Minimum Reporting Level,0.5,ng/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_060616L,Sample-Routine,Water,Surface Water,2016-06-06,12:40:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Selenium,Dissolved,,ug/l,U,Final,,Actual,Wet,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2016-06-10,,Lower Quantitation Limit,2,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_060616L,Sample-Routine,Water,Surface Water,2016-06-06,12:40:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Calcium,Total,21000,ug/l,,Final,,Actual,Wet,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,TestAmerica Savannah,2016-06-10,,Lower Quantitation Limit,500,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_051017,Sample-Routine,Water,Surface Water,2017-05-10,18:08:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Arsenic,Total,,ug/l,U,Final,,Actual,,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,"U.S. EPA, Region 8 Laboratory",2017-06-08,,Lower Quantitation Limit,2,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:181003:1020:SR:W,Sample-Routine,Water,,2018-10-03,10:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;Animas_SanJuan_Watershed_Storm,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Nitrate + Nitrite,Unfiltered,0.0858,mg/l,,Final,,Actual,,,,,,"Nitrogen, Nitrate+Nitrite in Water",,,,,,,353.1,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/5250/,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_MI_082316B,Field Msr/Obs,Biological,,2016-08-23,,,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,NRSA,USEPA_REGION8,National River  and Streams Assessment Benthic Collection method,Rectangular Net,,Count,,2,count,,Final,,Actual,,,,,,,,,,,Tanytarsus,,,,,,"Great Lakes Environmental Center, Inc.",,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_051017,Sample-Routine,Water,Surface Water,2017-05-10,18:08:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Nickel,Total,,ug/l,U,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,"U.S. EPA, Region 8 Laboratory",2017-07-06,,Lower Quantitation Limit,4,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_032216L,Sample-Routine,Water,Surface Water,2016-03-22,13:15:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Zinc,Dissolved,650,ug/l,,Final,,Actual,Wet,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2016-03-29,,Lower Quantitation Limit,20,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_040417,Sample-Routine,Water,Surface Water,2017-04-04,14:35:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Vanadium,Dissolved,,ug/l,U,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,"U.S. EPA, Region 8 Laboratory",2017-06-28,,Lower Quantitation Limit,10,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_051817,Sample-Routine,Water,Surface Water,2017-05-18,13:43:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Copper,Total,20.3,ug/l,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,"U.S. EPA, Region 8 Laboratory",2017-07-06,,Lower Quantitation Limit,10,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:181106:1330:SR:W,Sample-Routine,Water,,2018-11-06,13:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Manganese,Total,1440,ug/l,,Final,,Actual,,,,,,Metals in Water by ICP/MS,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,Lower Reporting Limit,1.0,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_SED_092716,Sample-Routine,Sediment,,2016-09-27,13:35:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Disposable plastic scoop,Not Detected,Organic carbon,Total,,mg/kg,U,Final,,Actual,Wet,,,,,,,,,,,,9060A,USEPA,9060 A ~ Total Organic Carbon in water and wastes by Carbonaceous Analyzer,https://www.nemi.gov/methods/method_summary/9348/,TestAmerica Savannah,2016-10-13,,Lower Quantitation Limit,4000,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_051017,Sample-Routine,Water,Surface Water,2017-05-10,18:08:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Uranium,Dissolved,0.07,ug/l,J,Final,,Actual,,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,"U.S. EPA, Region 8 Laboratory",2017-06-12,,Lower Quantitation Limit,0.2,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_053117,Sample-Routine,Water,Surface Water,2017-05-31,13:13:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Molybdenum,Dissolved,9,ug/l,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,"U.S. EPA, Region 8 Laboratory",2017-07-12,,Lower Quantitation Limit,5,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_082316,Sample-Routine,Water,Surface Water,2016-08-23,11:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Antimony,Dissolved,,ug/l,U,Final,,Actual,Wet,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2016-08-26,,Lower Quantitation Limit,1,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:190514:1130:SR:S,Sample-Routine,Sediment,,2019-05-14,11:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Disposable plastic scoop,,Cobalt,Total,4.8,mg/kg,,Final,,Actual,,,,,,Metals in Solids by ICP-AES,,,,,,,6010C,USEPA,6010 C ~ Inductively Coupled Plasma - Atomic Emission Spectroscopy (ICP-AES),https://www.nemi.gov/methods/method_summary/4712/,,,,Lower Reporting Limit,1.0,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:191003:1020:SR:W,Sample-Routine,Water,,2019-10-03,10:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A72,,,,,,,,Water Bottle,,Magnesium,Total,5.6,mg/l,,Final,,Actual,,,,,,Metals in Water by ICP-AES,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,,,,Lower Reporting Limit,1,mg/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:190604:1145:SR:W,Sample-Routine,Water,,2019-06-04,11:45:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Organic carbon,Total,1.6,mg/l,,Final,,Actual,,,,,,Total Organic Carbon in Water,,,,,,,415.2,USEPA,Low Level Total Organic Carbon in Water,,,,,Method Detection Level,0.4,mg/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_051817,Sample-Routine,Water,Surface Water,2017-05-18,13:43:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Barium,Total,19.2,ug/l,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,"U.S. EPA, Region 8 Laboratory",2017-07-06,,Lower Quantitation Limit,4,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_SED_082316,Sample-Routine,Sediment,,2016-08-23,11:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Disposable plastic scoop,,Thallium,Total,0.35,mg/kg,,Final,,Actual,Dry,,,,,,,,,,,,6020A,USEPA,6020 A ~ ICP-MS,https://www.nemi.gov/methods/method_summary/9186/,TestAmerica Savannah,2016-08-31,,Lower Quantitation Limit,0.14,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_082816,Sample-Routine,Water,Surface Water,2016-08-28,11:15:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Arsenic,Dissolved,,ug/l,U,Final,,Actual,Wet,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2016-08-31,,Lower Quantitation Limit,1,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_032216L,Sample-Routine,Water,Surface Water,2016-03-22,13:15:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Calcium,Dissolved,85000,ug/l,,Final,,Actual,Wet,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,TestAmerica Savannah,2016-03-31,,Lower Quantitation Limit,500,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_053117,Sample-Routine,Water,Surface Water,2017-05-31,13:13:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Arsenic,Dissolved,,ug/l,U,Final,,Actual,,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,"U.S. EPA, Region 8 Laboratory",2017-07-12,,Lower Quantitation Limit,2,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_042517,Sample-Routine,Water,Surface Water,2017-04-25,13:13:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Barium,Total,19.5,ug/l,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,"U.S. EPA, Region 8 Laboratory",2017-06-29,,Lower Quantitation Limit,4,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_042517,Sample-Routine,Water,Surface Water,2017-04-25,13:13:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Cobalt,Dissolved,3,ug/l,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,"U.S. EPA, Region 8 Laboratory",2017-06-30,,Lower Quantitation Limit,2,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_061417,Sample-Routine,Water,Surface Water,2017-06-14,13:25:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Magnesium,Dissolved,1890,ug/l,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,"U.S. EPA, Region 8 Laboratory",2017-07-14,,Lower Quantitation Limit,100,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_MI_092716B,Field Msr/Obs,Biological,,2016-09-27,,,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,NRSA,USEPA_REGION8,National River  and Streams Assessment Benthic Collection method,D-Frame Net,,Count,,13,count,,Final,,Actual,,,,,,,,,,,Arctopsyche,,,,,,"Rhithron Associates, Inc.",,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:181106:1330:SR:W,Sample-Routine,Water,,2018-11-06,13:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Arsenic,Dissolved,0.22,ug/l,J;U,Final,,Actual,,,,,,"Metals - Dissolved, in Water by ICP/MS",,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,Lower Reporting Limit,1.0,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_060717P,Field Msr/Obs,Water,Surface Water,2017-06-07,15:11:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Probe/Sensor,,Conductivity,,0.15,mS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_032216L,Sample-Routine,Water,Surface Water,2016-03-22,13:15:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Thallium,Total,,ug/l,U,Final,,Actual,Wet,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2016-03-29,,Lower Quantitation Limit,0.2,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:181003:0945::W,Quality Control Sample-Field Blank,Water,,2018-10-03,09:45:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;Animas_SanJuan_Watershed_Storm,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Magnesium,Total,0.05,mg/l,J;U,Final,,Actual,,,,,,Metals in Water by ICP-AES,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_060616L,Sample-Routine,Water,Surface Water,2016-06-06,12:40:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Cobalt,Dissolved,1.1,ug/l,,Final,,Actual,Wet,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2016-06-10,,Lower Quantitation Limit,0.4,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:181003:0945::W,Quality Control Sample-Field Blank,Water,,2018-10-03,09:45:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;Animas_SanJuan_Watershed_Storm,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Molybdenum,Dissolved,0.18,ug/l,J;U,Final,,Actual,,,,,,"Metals - Dissolved, in Water by ICP/MS",,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_SED_082316,Sample-Routine,Sediment,,2016-08-23,11:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Disposable plastic scoop,,Lead,Total,650,mg/kg,,Final,,Actual,Dry,,,,,,,,,,,,6020A,USEPA,6020 A ~ ICP-MS,https://www.nemi.gov/methods/method_summary/9186/,TestAmerica Savannah,2016-09-01,,Lower Quantitation Limit,2.1,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72:181106:1330:SR:W,Sample-Routine,Water,,2018-11-06,13:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A72,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Mercury,Dissolved,0.0790,ug/l,J;U,Final,,Actual,,,,,,"Mercury - Dissolved, in Water",,,,,,,7473,USEPA,Mercury in solids and solutions by thermal decomposition,https://www.nemi.gov/methods/method_summary/10002/,,,,Lower Reporting Limit,0.250,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_082316,Sample-Routine,Water,Surface Water,2016-08-23,11:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Thallium,Dissolved,,ug/l,U,Final,,Actual,Wet,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2016-08-26,,Lower Quantitation Limit,0.2,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_040417,Sample-Routine,Water,Surface Water,2017-04-04,14:35:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Uranium,Total,0.3,ug/l,,Final,,Actual,,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,"U.S. EPA, Region 8 Laboratory",2017-05-31,,Lower Quantitation Limit,0.2,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_082816,Sample-Routine,Water,Surface Water,2016-08-28,11:15:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Iron,Total,2300,ug/l,,Final,,Actual,Wet,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,TestAmerica Savannah,2016-08-31,,Lower Quantitation Limit,50,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A72_051817,Sample-Routine,Water,Surface Water,2017-05-18,13:43:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A72,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Silver,Total,,ug/l,U,Final,,Actual,,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,"U.S. EPA, Region 8 Laboratory",2017-06-08,,Lower Quantitation Limit,0.5,ug/l,,STORET
