Site_No,Samp_No,Location,Analysis,CAS_NO,Analyte,Total_Or_Disolved,Result,Result_Units,Detected,Result_Qualifier,SampleDate,SampleTime,MDL,MDL_Units,Reporting_Limit,Reporting_Limit_Units,Matrix,Latitude,Longitude,QA_Comment
A8K9,A72_100115D,A72,200.7 Metals (ICP),7439-89-6,"Iron, Dissolved",D,2300,ug/L,Y,,01-Oct-15,14:10,17,ug/L,50,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115,A72,200.8 Metals (ICP/MS),7440-50-8,Copper,T,54,ug/L,Y,,01-Oct-15,14:10,0.5,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-39-3,Barium,T,24,ug/L,Y,,01-Oct-15,14:10,0.14,ug/L,2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-38-2,"Arsenic, Dissolved",D,0.55,ug/L,Y,J,01-Oct-15,14:10,0.37,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-38-2,Arsenic,T,1.8,ug/L,Y,,01-Oct-15,14:10,0.37,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-36-0,"Antimony, Dissolved",D,0.4,ug/L,N,U,01-Oct-15,14:10,0.4,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-36-0,Antimony,T,0.4,ug/L,N,U,01-Oct-15,14:10,0.4,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.7 Metals (ICP),7440-23-5,"Sodium, Dissolved",D,3600,ug/L,Y,,01-Oct-15,14:10,480,ug/L,1000,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.7 Metals (ICP),7440-23-5,Sodium,T,3400,ug/L,Y,J+,01-Oct-15,14:10,480,ug/L,1000,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.7 Metals (ICP),7440-09-7,"Potassium, Dissolved",D,1200,ug/L,Y,J+,01-Oct-15,14:10,17,ug/L,1000,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.7 Metals (ICP),7440-09-7,Potassium,T,1100,ug/L,Y,J+,01-Oct-15,14:10,17,ug/L,1000,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-41-7,Beryllium,T,0.45,ug/L,Y,,01-Oct-15,14:10,0.15,ug/L,0.4,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.7 Metals (ICP),7439-95-4,Magnesium,T,5900,ug/L,Y,,01-Oct-15,14:10,33,ug/L,500,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-41-7,"Beryllium, Dissolved",D,0.3,ug/L,Y,J+,01-Oct-15,14:10,0.15,ug/L,0.4,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.7 Metals (ICP),7439-89-6,Iron,T,3900,ug/L,Y,,01-Oct-15,14:10,17,ug/L,50,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.7 Metals (ICP),7440-70-2,"Calcium, Dissolved",D,89000,ug/L,Y,,01-Oct-15,14:10,25,ug/L,500,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.7 Metals (ICP),7440-70-2,Calcium,T,85000,ug/L,Y,,01-Oct-15,14:10,25,ug/L,500,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.7 Metals (ICP),7429-90-5,"Aluminum, Dissolved",D,920,ug/L,Y,,01-Oct-15,14:10,24,ug/L,200,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.7 Metals (ICP),7429-90-5,Aluminum,T,2400,ug/L,Y,,01-Oct-15,14:10,24,ug/L,200,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115,A72,200.8 Metals (ICP/MS),7439-96-5,"Manganese, Dissolved",D,1900,ug/L,Y,,01-Oct-15,14:10,1.2,ug/L,2.5,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115,A72,200.8 Metals (ICP/MS),7439-96-5,Manganese,T,1900,ug/L,Y,,01-Oct-15,14:10,1.2,ug/L,2.5,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115,A72,200.8 Metals (ICP/MS),7439-92-1,"Lead, Dissolved",D,1.7,ug/L,Y,,01-Oct-15,14:10,0.06,ug/L,0.3,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115,A72,200.8 Metals (ICP/MS),7439-92-1,Lead,T,5.5,ug/L,Y,,01-Oct-15,14:10,0.06,ug/L,0.3,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.7 Metals (ICP),7429-90-5,"Aluminum, Dissolved",D,95,ug/L,Y,J,01-Oct-15,11:45,24,ug/L,200,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,A72_100115D,A72,200.7 Metals (ICP),7439-95-4,"Magnesium, Dissolved",D,6200,ug/L,Y,,01-Oct-15,14:10,33,ug/L,500,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7439-96-5,Manganese,T,1900,ug/L,Y,,01-Oct-15,14:10,1.2,ug/L,2.5,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-62-2,Vanadium,T,1,ug/L,Y,,01-Oct-15,14:10,0.3,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-28-0,"Thallium, Dissolved",D,0.1,ug/L,N,U,01-Oct-15,14:10,0.1,ug/L,0.2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-28-0,Thallium,T,0.1,ug/L,N,U,01-Oct-15,14:10,0.1,ug/L,0.2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-22-4,"Silver, Dissolved",D,0.1,ug/L,N,U,01-Oct-15,14:10,0.1,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-22-4,Silver,T,0.1,ug/L,N,U,01-Oct-15,14:10,0.1,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7782-49-2,"Selenium, Dissolved",D,0.58,ug/L,N,U,01-Oct-15,14:10,0.58,ug/L,2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7782-49-2,Selenium,T,0.58,ug/L,N,U,01-Oct-15,14:10,0.58,ug/L,2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-02-0,"Nickel, Dissolved",D,5.3,ug/L,Y,,01-Oct-15,14:10,0.4,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-02-0,Nickel,T,5.2,ug/L,Y,,01-Oct-15,14:10,0.4,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7439-98-7,"Molybdenum, Dissolved",D,0.62,ug/L,Y,J,01-Oct-15,14:10,0.45,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-39-3,"Barium, Dissolved",D,23,ug/L,Y,,01-Oct-15,14:10,0.14,ug/L,2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7439-96-5,"Manganese, Dissolved",D,1800,ug/L,Y,,01-Oct-15,14:10,1.2,ug/L,2.5,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115,A72,200.8 Metals (ICP/MS),7440-48-4,"Cobalt, Dissolved",D,8.9,ug/L,Y,,01-Oct-15,14:10,0.12,ug/L,0.4,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7439-92-1,"Lead, Dissolved",D,1.8,ug/L,Y,,01-Oct-15,14:10,0.06,ug/L,0.3,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7439-92-1,Lead,T,5.2,ug/L,Y,,01-Oct-15,14:10,0.06,ug/L,0.3,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-50-8,"Copper, Dissolved",D,31,ug/L,Y,,01-Oct-15,14:10,0.5,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-50-8,Copper,T,54,ug/L,Y,,01-Oct-15,14:10,0.5,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-48-4,"Cobalt, Dissolved",D,8.5,ug/L,Y,,01-Oct-15,14:10,0.12,ug/L,0.4,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-48-4,Cobalt,T,8.9,ug/L,Y,,01-Oct-15,14:10,0.12,ug/L,0.4,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-47-3,"Chromium, Dissolved",D,1,ug/L,N,U,01-Oct-15,14:10,1,ug/L,2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-47-3,Chromium,T,1,ug/L,N,U,01-Oct-15,14:10,1,ug/L,2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-43-9,"Cadmium, Dissolved",D,2.1,ug/L,Y,,01-Oct-15,14:10,0.043,ug/L,0.5,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-43-9,Cadmium,T,2.4,ug/L,Y,,01-Oct-15,14:10,0.043,ug/L,0.5,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7439-98-7,Molybdenum,T,0.89,ug/L,Y,J,01-Oct-15,14:10,0.45,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-36-0,"Antimony, Dissolved",D,0.4,ug/L,N,U,01-Oct-15,11:45,0.4,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,A72_100115,A72,200.8 Metals (ICP/MS),7440-50-8,"Copper, Dissolved",D,32,ug/L,Y,,01-Oct-15,14:10,0.5,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-48-4,Cobalt,T,3.2,ug/L,Y,,01-Oct-15,11:45,0.12,ug/L,0.4,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-47-3,"Chromium, Dissolved",D,1,ug/L,N,U,01-Oct-15,11:45,1,ug/L,2,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-47-3,Chromium,T,1,ug/L,N,U,01-Oct-15,11:45,1,ug/L,2,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-43-9,"Cadmium, Dissolved",D,0.86,ug/L,Y,,01-Oct-15,11:45,0.043,ug/L,0.5,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-43-9,Cadmium,T,1,ug/L,Y,,01-Oct-15,11:45,0.043,ug/L,0.5,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-41-7,"Beryllium, Dissolved",D,0.15,ug/L,N,U,01-Oct-15,11:45,0.15,ug/L,0.4,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-41-7,Beryllium,T,0.15,ug/L,N,U,01-Oct-15,11:45,0.15,ug/L,0.4,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-39-3,"Barium, Dissolved",D,35,ug/L,Y,,01-Oct-15,11:45,0.14,ug/L,2,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-39-3,Barium,T,35,ug/L,Y,,01-Oct-15,11:45,0.14,ug/L,2,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-50-8,Copper,T,11,ug/L,Y,,01-Oct-15,11:45,0.5,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-38-2,Arsenic,T,0.37,ug/L,N,U,01-Oct-15,11:45,0.37,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-50-8,"Copper, Dissolved",D,4.8,ug/L,Y,,01-Oct-15,11:45,0.5,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-36-0,Antimony,T,0.4,ug/L,N,U,01-Oct-15,11:45,0.4,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.7 Metals (ICP),7440-23-5,"Sodium, Dissolved",D,2900,ug/L,Y,,01-Oct-15,11:45,480,ug/L,1000,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.7 Metals (ICP),7440-23-5,Sodium,T,2900,ug/L,Y,J+,01-Oct-15,11:45,480,ug/L,1000,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.7 Metals (ICP),7440-09-7,"Potassium, Dissolved",D,1100,ug/L,Y,J+,01-Oct-15,11:45,17,ug/L,1000,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.7 Metals (ICP),7440-09-7,Potassium,T,1100,ug/L,Y,J+,01-Oct-15,11:45,17,ug/L,1000,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-38-2,Arsenic,T,0.59,ug/L,Y,J,01-Oct-15,10:30,0.37,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.7 Metals (ICP),7439-95-4,Magnesium,T,5700,ug/L,Y,,01-Oct-15,11:45,33,ug/L,500,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.7 Metals (ICP),7439-89-6,Iron,T,470,ug/L,Y,,01-Oct-15,11:45,17,ug/L,50,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.7 Metals (ICP),7440-70-2,"Calcium, Dissolved",D,58000,ug/L,Y,,01-Oct-15,11:45,25,ug/L,500,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.7 Metals (ICP),7440-70-2,Calcium,T,57000,ug/L,Y,,01-Oct-15,11:45,25,ug/L,500,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-38-2,"Arsenic, Dissolved",D,0.37,ug/L,N,U,01-Oct-15,11:45,0.37,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-22-4,Silver,T,0.1,ug/L,N,U,01-Oct-15,11:45,0.1,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,A72_100115,A72,200.8 Metals (ICP/MS),7440-48-4,Cobalt,T,8.9,ug/L,Y,,01-Oct-15,14:10,0.12,ug/L,0.4,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115,A72,245.1 Mercury (CVAA),7439-97-6,"Mercury, Dissolved",D,0.08,ug/L,N,U,01-Oct-15,14:10,0.08,ug/L,0.2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_100115,A72,245.1 Mercury (CVAA),7439-97-6,Mercury,T,0.08,ug/L,N,U,01-Oct-15,14:10,0.08,ug/L,0.2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,245.1 Mercury (CVAA),7439-97-6,"Mercury, Dissolved",D,0.08,ug/L,N,U,01-Oct-15,11:45,0.08,ug/L,0.2,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,245.1 Mercury (CVAA),7439-97-6,Mercury,T,0.08,ug/L,N,U,01-Oct-15,11:45,0.08,ug/L,0.2,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-66-6,"Zinc, Dissolved",D,250,ug/L,Y,,01-Oct-15,11:45,2.8,ug/L,20,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-66-6,Zinc,T,300,ug/L,Y,,01-Oct-15,11:45,2.8,ug/L,20,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-62-2,"Vanadium, Dissolved",D,0.3,ug/L,N,U,01-Oct-15,11:45,0.3,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-62-2,Vanadium,T,0.3,ug/L,N,U,01-Oct-15,11:45,0.3,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-28-0,"Thallium, Dissolved",D,0.1,ug/L,N,U,01-Oct-15,11:45,0.1,ug/L,0.2,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-48-4,"Cobalt, Dissolved",D,3.1,ug/L,Y,,01-Oct-15,11:45,0.12,ug/L,0.4,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-22-4,"Silver, Dissolved",D,0.1,ug/L,N,U,01-Oct-15,11:45,0.1,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-66-6,"Zinc, Dissolved",D,730,ug/L,Y,,01-Oct-15,14:10,2.8,ug/L,20,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7782-49-2,"Selenium, Dissolved",D,0.58,ug/L,N,U,01-Oct-15,11:45,0.58,ug/L,2,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7782-49-2,Selenium,T,0.58,ug/L,N,U,01-Oct-15,11:45,0.58,ug/L,2,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-02-0,"Nickel, Dissolved",D,3,ug/L,Y,,01-Oct-15,11:45,0.4,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-02-0,Nickel,T,2.4,ug/L,Y,,01-Oct-15,11:45,0.4,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7439-98-7,"Molybdenum, Dissolved",D,0.56,ug/L,Y,J,01-Oct-15,11:45,0.45,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7439-98-7,Molybdenum,T,0.55,ug/L,Y,J,01-Oct-15,11:45,0.45,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7439-96-5,"Manganese, Dissolved",D,700,ug/L,Y,,01-Oct-15,11:45,1.2,ug/L,2.5,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7439-96-5,Manganese,T,710,ug/L,Y,,01-Oct-15,11:45,1.2,ug/L,2.5,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7439-92-1,"Lead, Dissolved",D,0.18,ug/L,Y,J,01-Oct-15,11:45,0.06,ug/L,0.3,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7439-92-1,Lead,T,1.8,ug/L,Y,,01-Oct-15,11:45,0.06,ug/L,0.3,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_100115,Bakers Bridge,200.8 Metals (ICP/MS),7440-28-0,Thallium,T,0.1,ug/L,N,U,01-Oct-15,11:45,0.1,ug/L,0.2,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-22-4,Silver,T,0.1,ug/L,N,U,01-Oct-15,10:30,0.1,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,A72_100115D,A72,200.8 Metals (ICP/MS),7440-62-2,"Vanadium, Dissolved",D,0.35,ug/L,Y,J,01-Oct-15,14:10,0.3,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-50-8,"Copper, Dissolved",D,2.1,ug/L,Y,,01-Oct-15,10:30,0.5,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7439-92-1,Lead,T,0.88,ug/L,Y,,01-Oct-15,10:30,0.06,ug/L,0.3,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7439-92-1,"Lead, Dissolved",D,0.14,ug/L,Y,J,01-Oct-15,10:30,0.06,ug/L,0.3,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7439-96-5,Manganese,T,39,ug/L,Y,,01-Oct-15,10:30,1.2,ug/L,2.5,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7439-96-5,"Manganese, Dissolved",D,26,ug/L,Y,,01-Oct-15,10:30,1.2,ug/L,2.5,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7439-98-7,Molybdenum,T,1.3,ug/L,Y,,01-Oct-15,10:30,0.45,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7439-98-7,"Molybdenum, Dissolved",D,1.3,ug/L,Y,,01-Oct-15,10:30,0.45,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-02-0,Nickel,T,0.79,ug/L,Y,J,01-Oct-15,10:30,0.4,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-02-0,"Nickel, Dissolved",D,1.7,ug/L,Y,,01-Oct-15,10:30,0.4,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-48-4,"Cobalt, Dissolved",D,0.19,ug/L,Y,J,01-Oct-15,10:30,0.12,ug/L,0.4,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7782-49-2,"Selenium, Dissolved",D,0.58,ug/L,N,U,01-Oct-15,10:30,0.58,ug/L,2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-48-4,Cobalt,T,0.15,ug/L,Y,J,01-Oct-15,10:30,0.12,ug/L,0.4,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-22-4,"Silver, Dissolved",D,0.1,ug/L,N,U,01-Oct-15,10:30,0.1,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-28-0,Thallium,T,0.1,ug/L,N,U,01-Oct-15,10:30,0.1,ug/L,0.2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-28-0,"Thallium, Dissolved",D,0.1,ug/L,N,U,01-Oct-15,10:30,0.1,ug/L,0.2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-62-2,Vanadium,T,0.3,ug/L,N,U,01-Oct-15,10:30,0.3,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-62-2,"Vanadium, Dissolved",D,0.3,ug/L,N,U,01-Oct-15,10:30,0.3,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_100115,GKM05,200.8 Metals (ICP/MS),7440-66-6,Zinc,T,29,ug/L,Y,,01-Oct-15,10:30,2.8,ug/L,20,ug/L,Surface Water,37.268704,-107.885857,L2 Val
