Site_No,Samp_No,Location,Analysis,CAS_NO,Analyte,Total_Or_Disolved,Result,Result_Units,Detected,Result_Qualifier,SampleDate,SampleTime,MDL,MDL_Units,Reporting_Limit,Reporting_Limit_Units,Matrix,Latitude,Longitude,QA_Comment
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7440-22-4,"Silver, Dissolved",D,0.1,ug/L,N,U,01-Sep-15,15:10,0.1,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7440-28-0,"Thallium, Dissolved",D,0.1,ug/L,N,U,01-Sep-15,15:10,0.1,ug/L,0.2,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7440-62-2,"Vanadium, Dissolved",D,0.3,ug/L,N,U,01-Sep-15,15:10,0.3,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7440-66-6,"Zinc, Dissolved",D,180,ug/L,Y,,01-Sep-15,15:10,2.8,ug/L,20,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,A72_090115,A72,200.8 Metals (ICP/MS),7440-62-2,"Vanadium, Dissolved",D,0.3,ug/L,N,U,01-Sep-15,13:45,0.3,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_090115,A72,200.8 Metals (ICP/MS),7440-28-0,"Thallium, Dissolved",D,0.1,ug/L,N,U,01-Sep-15,13:45,0.1,ug/L,0.2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7440-48-4,"Cobalt, Dissolved",D,2.8,ug/L,Y,,01-Sep-15,15:10,0.12,ug/L,0.4,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,A72_090115,A72,200.8 Metals (ICP/MS),7782-49-2,"Selenium, Dissolved",D,2.9,ug/L,Y,J+,01-Sep-15,13:45,0.58,ug/L,2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7440-62-2,Vanadium,T,0.3,ug/L,N,U,01-Sep-15,15:10,0.3,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,A72_090115,A72,200.8 Metals (ICP/MS),7439-98-7,"Molybdenum, Dissolved",D,0.71,ug/L,Y,J,01-Sep-15,13:45,0.45,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_090115,A72,200.8 Metals (ICP/MS),7439-96-5,"Manganese, Dissolved",D,1400,ug/L,Y,,01-Sep-15,13:45,1.2,ug/L,2.5,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_090115,A72,200.8 Metals (ICP/MS),7439-92-1,"Lead, Dissolved",D,0.1,ug/L,Y,J,01-Sep-15,13:45,0.06,ug/L,0.3,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_090115,A72,200.8 Metals (ICP/MS),7440-50-8,"Copper, Dissolved",D,19,ug/L,Y,,01-Sep-15,13:45,0.5,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_090115,A72,200.8 Metals (ICP/MS),7440-48-4,"Cobalt, Dissolved",D,8.2,ug/L,Y,,01-Sep-15,13:45,0.12,ug/L,0.4,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_090115,A72,200.8 Metals (ICP/MS),7440-47-3,"Chromium, Dissolved",D,1,ug/L,N,U,01-Sep-15,13:45,1,ug/L,2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_090115,A72,200.8 Metals (ICP/MS),7440-43-9,"Cadmium, Dissolved",D,2.2,ug/L,Y,,01-Sep-15,13:45,0.043,ug/L,0.5,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_090115,A72,200.8 Metals (ICP/MS),7440-41-7,"Beryllium, Dissolved",D,0.15,ug/L,N,U,01-Sep-15,13:45,0.15,ug/L,0.4,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_090115,A72,200.8 Metals (ICP/MS),7440-39-3,"Barium, Dissolved",D,25,ug/L,Y,,01-Sep-15,13:45,0.14,ug/L,2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_090115,A72,200.8 Metals (ICP/MS),7440-38-2,"Arsenic, Dissolved",D,0.37,ug/L,N,U,01-Sep-15,13:45,0.37,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_090115,A72,200.8 Metals (ICP/MS),7440-36-0,"Antimony, Dissolved",D,0.4,ug/L,N,U,01-Sep-15,13:45,0.4,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_090115,A72,200.7 Metals (ICP),7440-23-5,Sodium,T,3100,ug/L,Y,,01-Sep-15,13:45,480,ug/L,1000,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,A72_090115,A72,200.8 Metals (ICP/MS),7440-22-4,"Silver, Dissolved",D,0.1,ug/L,N,U,01-Sep-15,13:45,0.1,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7440-41-7,Beryllium,T,0.15,ug/L,N,U,01-Sep-15,15:10,0.15,ug/L,0.4,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,A72_090115,A72,200.7 Metals (ICP),7440-09-7,Potassium,T,850,ug/L,Y,J,01-Sep-15,13:45,17,ug/L,1000,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.7 Metals (ICP),7440-70-2,"Calcium, Dissolved",D,52000,ug/L,Y,,01-Sep-15,15:10,25,ug/L,500,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.7 Metals (ICP),7439-89-6,"Iron, Dissolved",D,17,ug/L,N,U,01-Sep-15,15:10,17,ug/L,50,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.7 Metals (ICP),7439-95-4,"Magnesium, Dissolved",D,5200,ug/L,Y,,01-Sep-15,15:10,33,ug/L,500,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.7 Metals (ICP),7440-09-7,"Potassium, Dissolved",D,980,ug/L,Y,J,01-Sep-15,15:10,17,ug/L,1000,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.7 Metals (ICP),7440-23-5,"Sodium, Dissolved",D,2400,ug/L,Y,,01-Sep-15,15:10,480,ug/L,1000,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.7 Metals (ICP),7429-90-5,Aluminum,T,430,ug/L,Y,,01-Sep-15,15:10,24,ug/L,200,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.7 Metals (ICP),7440-70-2,Calcium,T,52000,ug/L,Y,,01-Sep-15,15:10,25,ug/L,500,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.7 Metals (ICP),7439-89-6,Iron,T,610,ug/L,Y,,01-Sep-15,15:10,17,ug/L,50,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.7 Metals (ICP),7439-95-4,Magnesium,T,5200,ug/L,Y,,01-Sep-15,15:10,33,ug/L,500,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.7 Metals (ICP),7440-09-7,Potassium,T,890,ug/L,Y,J,01-Sep-15,15:10,17,ug/L,1000,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7440-36-0,Antimony,T,0.4,ug/L,N,U,01-Sep-15,15:10,0.4,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,245.1 Mercury (CVAA),7439-97-6,Mercury,T,0.08,ug/L,N,U,01-Sep-15,15:10,0.08,ug/L,0.2,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7440-39-3,Barium,T,36,ug/L,Y,,01-Sep-15,15:10,0.14,ug/L,2,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,A72_090115,A72,200.8 Metals (ICP/MS),7440-62-2,Vanadium,T,0.66,ug/L,Y,J,01-Sep-15,13:45,0.3,ug/L,1,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7440-43-9,Cadmium,T,0.87,ug/L,Y,,01-Sep-15,15:10,0.043,ug/L,0.5,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7440-47-3,Chromium,T,1,ug/L,N,U,01-Sep-15,15:10,1,ug/L,2,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7440-48-4,Cobalt,T,2.6,ug/L,Y,,01-Sep-15,15:10,0.12,ug/L,0.4,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7440-50-8,Copper,T,13,ug/L,Y,,01-Sep-15,15:10,0.5,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7439-92-1,Lead,T,1.5,ug/L,Y,,01-Sep-15,15:10,0.06,ug/L,0.3,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7439-96-5,Manganese,T,540,ug/L,Y,,01-Sep-15,15:10,1.2,ug/L,2.5,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7439-98-7,Molybdenum,T,0.67,ug/L,Y,J,01-Sep-15,15:10,0.45,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7440-02-0,Nickel,T,2.4,ug/L,Y,,01-Sep-15,15:10,0.4,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7782-49-2,Selenium,T,2.4,ug/L,Y,J+,01-Sep-15,15:10,0.58,ug/L,2,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7440-22-4,Silver,T,0.1,ug/L,N,U,01-Sep-15,15:10,0.1,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7440-28-0,Thallium,T,0.1,ug/L,N,U,01-Sep-15,15:10,0.1,ug/L,0.2,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7440-50-8,"Copper, Dissolved",D,2.7,ug/L,Y,,01-Sep-15,15:10,0.5,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,GKMSW02_090115,Bakers Bridge,200.8 Metals (ICP/MS),7440-38-2,Arsenic,T,0.37,ug/L,N,U,01-Sep-15,15:10,0.37,ug/L,1,ug/L,Surface Water,37.454134,-107.801601,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7439-98-7,"Molybdenum, Dissolved",D,0.45,ug/L,N,U,01-Sep-15,11:30,0.45,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-41-7,"Beryllium, Dissolved",D,0.15,ug/L,N,U,01-Sep-15,11:30,0.15,ug/L,0.4,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-66-6,"Zinc, Dissolved",D,130,ug/L,Y,,01-Sep-15,11:30,2.8,ug/L,20,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-62-2,"Vanadium, Dissolved",D,0.3,ug/L,N,U,01-Sep-15,11:30,0.3,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-28-0,"Thallium, Dissolved",D,0.1,ug/L,N,U,01-Sep-15,11:30,0.1,ug/L,0.2,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-22-4,"Silver, Dissolved",D,0.1,ug/L,N,U,01-Sep-15,11:30,0.1,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-38-2,Arsenic,T,0.5,ug/L,Y,J,01-Sep-15,11:30,0.37,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-02-0,"Nickel, Dissolved",D,3.6,ug/L,Y,,01-Sep-15,11:30,0.4,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-39-3,Barium,T,31,ug/L,Y,,01-Sep-15,11:30,0.14,ug/L,2,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7439-96-5,"Manganese, Dissolved",D,340,ug/L,Y,,01-Sep-15,11:30,1.2,ug/L,2.5,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7439-92-1,"Lead, Dissolved",D,0.06,ug/L,N,U,01-Sep-15,11:30,0.06,ug/L,0.3,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-50-8,"Copper, Dissolved",D,2,ug/L,Y,,01-Sep-15,11:30,0.5,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-48-4,"Cobalt, Dissolved",D,7.7,ug/L,Y,,01-Sep-15,11:30,0.12,ug/L,0.4,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-47-3,"Chromium, Dissolved",D,1,ug/L,N,U,01-Sep-15,11:30,1,ug/L,2,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-43-9,"Cadmium, Dissolved",D,0.65,ug/L,Y,,01-Sep-15,11:30,0.043,ug/L,0.5,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7782-49-2,"Selenium, Dissolved",D,5.4,ug/L,Y,J+,01-Sep-15,11:30,0.58,ug/L,2,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7439-98-7,Molybdenum,T,0.45,ug/L,Y,J,01-Sep-15,11:30,0.45,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,245.1 Mercury (CVAA),7439-97-6,Mercury,T,0.08,ug/L,N,U,01-Sep-15,11:30,0.08,ug/L,0.2,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-66-6,Zinc,T,150,ug/L,Y,,01-Sep-15,11:30,2.8,ug/L,20,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-62-2,Vanadium,T,0.33,ug/L,Y,J,01-Sep-15,11:30,0.3,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-28-0,Thallium,T,0.1,ug/L,N,U,01-Sep-15,11:30,0.1,ug/L,0.2,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-22-4,Silver,T,0.1,ug/L,N,U,01-Sep-15,11:30,0.1,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-36-0,Antimony,T,0.4,ug/L,N,U,01-Sep-15,11:30,0.4,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-02-0,Nickel,T,3.6,ug/L,Y,,01-Sep-15,11:30,0.4,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7439-92-1,Lead,T,2.3,ug/L,Y,,01-Sep-15,11:30,0.06,ug/L,0.3,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7439-96-5,Manganese,T,350,ug/L,Y,,01-Sep-15,11:30,1.2,ug/L,2.5,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-50-8,Copper,T,10,ug/L,Y,,01-Sep-15,11:30,0.5,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-48-4,Cobalt,T,6.5,ug/L,Y,,01-Sep-15,11:30,0.12,ug/L,0.4,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-47-3,Chromium,T,1,ug/L,N,U,01-Sep-15,11:30,1,ug/L,2,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-43-9,Cadmium,T,0.71,ug/L,Y,,01-Sep-15,11:30,0.043,ug/L,0.5,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-41-7,Beryllium,T,0.19,ug/L,Y,J,01-Sep-15,11:30,0.15,ug/L,0.4,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7782-49-2,Selenium,T,3.7,ug/L,Y,J+,01-Sep-15,11:30,0.58,ug/L,2,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.7 Metals (ICP),7440-09-7,"Potassium, Dissolved",D,670,ug/L,Y,J,01-Sep-15,11:30,17,ug/L,1000,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,A72_090115,A72,245.1 Mercury (CVAA),7439-97-6,Mercury,T,0.08,ug/L,N,U,01-Sep-15,13:45,0.08,ug/L,0.2,ug/L,Surface Water,37.79027,-107.667578,L2 Val
A8K9,M34_090115,M34,200.7 Metals (ICP),7440-70-2,"Calcium, Dissolved",D,62000,ug/L,Y,,01-Sep-15,11:30,25,ug/L,500,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-39-3,"Barium, Dissolved",D,30,ug/L,Y,,01-Sep-15,11:30,0.14,ug/L,2,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.7 Metals (ICP),7439-95-4,"Magnesium, Dissolved",D,5100,ug/L,Y,,01-Sep-15,11:30,33,ug/L,500,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.7 Metals (ICP),7429-90-5,"Aluminum, Dissolved",D,27,ug/L,Y,J,01-Sep-15,11:30,24,ug/L,200,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.7 Metals (ICP),7440-23-5,"Sodium, Dissolved",D,3000,ug/L,Y,,01-Sep-15,11:30,480,ug/L,1000,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.7 Metals (ICP),7429-90-5,Aluminum,T,2200,ug/L,Y,,01-Sep-15,11:30,24,ug/L,200,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.7 Metals (ICP),7440-70-2,Calcium,T,62000,ug/L,Y,,01-Sep-15,11:30,25,ug/L,500,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.7 Metals (ICP),7439-89-6,Iron,T,3100,ug/L,Y,,01-Sep-15,11:30,17,ug/L,50,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.7 Metals (ICP),7439-95-4,Magnesium,T,5100,ug/L,Y,,01-Sep-15,11:30,33,ug/L,500,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.7 Metals (ICP),7440-09-7,Potassium,T,600,ug/L,Y,J,01-Sep-15,11:30,17,ug/L,1000,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.7 Metals (ICP),7440-23-5,Sodium,T,3300,ug/L,Y,,01-Sep-15,11:30,480,ug/L,1000,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-36-0,"Antimony, Dissolved",D,0.4,ug/L,N,U,01-Sep-15,11:30,0.4,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.8 Metals (ICP/MS),7440-38-2,"Arsenic, Dissolved",D,0.37,ug/L,N,U,01-Sep-15,11:30,0.37,ug/L,1,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,M34_090115,M34,200.7 Metals (ICP),7439-89-6,"Iron, Dissolved",D,1900,ug/L,Y,,01-Sep-15,11:30,17,ug/L,50,ug/L,Surface Water,37.8028,-107.67222,L2 Val
A8K9,GKMSW05_083115,GKM05,200.7 Metals (ICP),7439-95-4,Magnesium,T,11000,ug/L,Y,,31-Aug-15,08:50,33,ug/L,500,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW04_083115,GKM04,200.7 Metals (ICP),7429-90-5,Aluminum,T,60,ug/L,Y,J,31-Aug-15,09:15,24,ug/L,200,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_083115,GKM04,200.7 Metals (ICP),7440-23-5,"Sodium, Dissolved",D,21000,ug/L,Y,,31-Aug-15,09:15,480,ug/L,1000,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_083115,GKM04,200.7 Metals (ICP),7440-09-7,"Potassium, Dissolved",D,3900,ug/L,Y,,31-Aug-15,09:15,17,ug/L,1000,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_083115,GKM04,200.7 Metals (ICP),7439-95-4,"Magnesium, Dissolved",D,11000,ug/L,Y,,31-Aug-15,09:15,33,ug/L,500,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_083115,GKM04,200.7 Metals (ICP),7439-89-6,"Iron, Dissolved",D,17,ug/L,N,U,31-Aug-15,09:15,17,ug/L,50,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_083115,GKM04,200.7 Metals (ICP),7440-70-2,"Calcium, Dissolved",D,81000,ug/L,Y,,31-Aug-15,09:15,25,ug/L,500,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_083115,GKM04,200.7 Metals (ICP),7429-90-5,"Aluminum, Dissolved",D,24,ug/L,N,U,31-Aug-15,09:15,24,ug/L,200,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW01_083115,GKM01,200.8 Metals (ICP/MS),7440-48-4,"Cobalt, Dissolved",D,1.9,ug/L,Y,,31-Aug-15,08:20,0.12,ug/L,0.4,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,GKMSW01_083115,GKM01,200.8 Metals (ICP/MS),7440-50-8,"Copper, Dissolved",D,1.7,ug/L,Y,,31-Aug-15,08:20,0.5,ug/L,1,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,GKMSW01_083115,GKM01,200.7 Metals (ICP),7429-90-5,"Aluminum, Dissolved",D,24,ug/L,N,U,31-Aug-15,08:20,24,ug/L,200,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,GKMSW05_083115,GKM05,200.7 Metals (ICP),7439-89-6,Iron,T,150,ug/L,Y,,31-Aug-15,08:50,17,ug/L,50,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW01_083115,GKM01,200.8 Metals (ICP/MS),7439-92-1,"Lead, Dissolved",D,0.06,ug/L,N,U,31-Aug-15,08:20,0.06,ug/L,0.3,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,GKMSW05_083115,GKM05,200.8 Metals (ICP/MS),7440-62-2,"Vanadium, Dissolved",D,0.3,ug/L,N,U,31-Aug-15,08:50,0.3,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW01_083115,GKM01,200.7 Metals (ICP),7440-70-2,"Calcium, Dissolved",D,82000,ug/L,Y,,31-Aug-15,08:20,25,ug/L,500,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,GKMSW01_083115,GKM01,200.8 Metals (ICP/MS),7440-38-2,Arsenic,T,0.39,ug/L,Y,J,31-Aug-15,08:20,0.37,ug/L,1,ug/L,Surface Water,37.221542,-107.859455,L2 Val
A8K9,GKMSW05_083115,GKM05,200.8 Metals (ICP/MS),7782-49-2,"Selenium, Dissolved",D,4.4,ug/L,Y,U,31-Aug-15,08:50,0.58,ug/L,2,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW05_083115,GKM05,200.8 Metals (ICP/MS),7440-22-4,"Silver, Dissolved",D,0.1,ug/L,N,U,31-Aug-15,08:50,0.1,ug/L,1,ug/L,Surface Water,37.268704,-107.885857,L2 Val
A8K9,GKMSW04_083115,GKM04,200.7 Metals (ICP),7440-23-5,Sodium,T,21000,ug/L,Y,,31-Aug-15,09:15,480,ug/L,1000,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_083115,GKM04,200.7 Metals (ICP),7440-09-7,Potassium,T,3900,ug/L,Y,,31-Aug-15,09:15,17,ug/L,1000,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_083115,GKM04,200.7 Metals (ICP),7439-95-4,Magnesium,T,11000,ug/L,Y,,31-Aug-15,09:15,33,ug/L,500,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW04_083115,GKM04,200.7 Metals (ICP),7439-89-6,Iron,T,160,ug/L,Y,,31-Aug-15,09:15,17,ug/L,50,ug/L,Surface Water,37.294799,-107.870034,L2 Val
A8K9,GKMSW05_083115,GKM05,200.7 Metals (ICP),7439-89-6,"Iron, Dissolved",D,17,ug/L,N,U,31-Aug-15,08:50,17,ug/L,50,ug/L,Surface Water,37.268704,-107.885857,L2 Val
