OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:190605:1050::W,Quality Control Sample-Field Replicate,Water,,2019-06-05,10:50:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Chromium,Total,15,ug/l,U,Final,,Actual,,,,,,Metals in Water by ICP-AES,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,,,,Lower Reporting Limit,15,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68_082316,Sample-Routine,Water,Surface Water,2016-08-23,08:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A68,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,Not Detected,Chromium,Dissolved,,ug/l,U,Final,,Actual,Wet,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2016-08-26,,Lower Quantitation Limit,2,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68_060616L,Sample-Routine,Water,Surface Water,2016-06-06,11:05:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A68,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Silver,Total,0.34,ug/l,J,Final,,Actual,Wet,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2016-06-09,,Lower Quantitation Limit,1,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:191002:1720:FM:W,Field Msr/Obs,Water,,2019-10-02,17:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,,,,Probe/Sensor,,Dissolved oxygen (DO),,5.86,mg/l,,Final,,Actual,,,,,,USGS Flow 36.0 cfs,,,,,,,,,,,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:181106:1045::W,Quality Control Sample-Field Replicate,Water,,2018-11-06,10:45:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Nickel,Dissolved,1.7,ug/l,,Final,,Actual,,,,,,"Metals - Dissolved, in Water by ICP/MS",,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,Lower Reporting Limit,1.0,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68_060616L,Sample-Routine,Water,Surface Water,2016-06-06,11:05:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A68,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Organic carbon,Total,1.6,mg/l,,Final,,Actual,Wet,,,,,,,,,,,,5310-B,APHA,5310 B ~ Total Organic Carbon by Combustion-Infrared Method,https://www.nemi.gov/methods/method_summary/5717/,TestAmerica Savannah,2016-06-08,,Lower Quantitation Limit,1,mg/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:190605:1050::S,Quality Control Sample-Field Replicate,Sediment,,2019-06-05,10:50:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Disposable plastic scoop,,Sodium,Total,86.9,mg/kg,,Final,,Actual,,,,,,Metals in Solids by ICP-AES,,,,,,,6010C,USEPA,6010 C ~ Inductively Coupled Plasma - Atomic Emission Spectroscopy (ICP-AES),https://www.nemi.gov/methods/method_summary/4712/,,,,Lower Reporting Limit,49.1,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68_060616L,Sample-Routine,Water,Surface Water,2016-06-06,11:05:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A68,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Aluminum,Total,1200,ug/l,,Final,,Actual,Wet,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,TestAmerica Savannah,2016-06-10,,Lower Quantitation Limit,200,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:190605:1050::S,Quality Control Sample-Field Replicate,Sediment,,2019-06-05,10:50:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Disposable plastic scoop,,Molybdenum,Total,7.8,mg/kg,,Final,,Actual,,,,,,Metals in Solids by ICP-AES,,,,,,,6010C,USEPA,6010 C ~ Inductively Coupled Plasma - Atomic Emission Spectroscopy (ICP-AES),https://www.nemi.gov/methods/method_summary/4712/,,,,Lower Reporting Limit,2.0,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:181106:1045::W,Quality Control Sample-Field Replicate,Water,,2018-11-06,10:45:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Antimony,Total,0.92,ug/l,J,Final,,Actual,,,,,,Metals in Water by ICP/MS,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,Lower Reporting Limit,2.0,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68_102615,Sample-Routine,Water,Surface Water,2015-10-26,11:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A68,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Barium,Total,25,ug/l,,Final,,Actual,Wet,,,,,Flow=61.102 CFS,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2015-11-01,,Lower Quantitation Limit,2,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:190605:1050::S,Quality Control Sample-Field Replicate,Sediment,,2019-06-05,10:50:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Disposable plastic scoop,,Manganese,Total,11400,mg/kg,,Final,,Actual,,,,,,Metals in Solids by ICP-AES,,,,,,,6010C,USEPA,6010 C ~ Inductively Coupled Plasma - Atomic Emission Spectroscopy (ICP-AES),https://www.nemi.gov/methods/method_summary/4712/,,,,Lower Reporting Limit,4.9,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68_032216L,Sample-Routine,Water,Surface Water,2016-03-22,10:27:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A68,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Zinc,Total,680,ug/l,,Final,,Actual,Wet,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2016-03-29,,Lower Quantitation Limit,20,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68_SED_060616L,Sample-Routine,Sediment,,2016-06-06,11:05:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A68,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Disposable plastic scoop,,Cobalt,Total,14,mg/kg,,Final,,Actual,Dry,,,,,,,,,,,,6020A,USEPA,6020 A ~ ICP-MS,https://www.nemi.gov/methods/method_summary/9186/,TestAmerica Savannah,2016-06-08,,Lower Quantitation Limit,0.061,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68_SED_082316,Sample-Routine,Sediment,,2016-08-23,08:30:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A68,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Disposable plastic scoop,,Magnesium,Total,3500,mg/kg,,Final,,Actual,Dry,,,,,,,,,,,,6010C,USEPA,6010 C ~ Inductively Coupled Plasma - Atomic Emission Spectroscopy (ICP-AES),https://www.nemi.gov/methods/method_summary/4712/,TestAmerica Savannah,2016-09-07,,Lower Quantitation Limit,39,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:190605:1050::S,Quality Control Sample-Field Replicate,Sediment,,2019-06-05,10:50:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Disposable plastic scoop,,Cobalt,Total,14.6,mg/kg,,Final,,Actual,,,,,,Metals in Solids by ICP-AES,,,,,,,6010C,USEPA,6010 C ~ Inductively Coupled Plasma - Atomic Emission Spectroscopy (ICP-AES),https://www.nemi.gov/methods/method_summary/4712/,,,,Lower Reporting Limit,1.0,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:191002:1720::W,Quality Control Sample-Field Replicate,Water,,2019-10-02,17:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,,,,Water Bottle,,Aluminum,Total,106,ug/l,,Final,,Actual,,,,,,Metals in Water by ICP-AES,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,,,,Lower Reporting Limit,50,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68_SED_032216L,Sample-Routine,Sediment,,2016-03-22,10:27:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A68,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Disposable plastic scoop,,Cobalt,Total,18,mg/kg,,Final,,Actual,Dry,,,,,,,,,,,,6020A,USEPA,6020 A ~ ICP-MS,https://www.nemi.gov/methods/method_summary/9186/,TestAmerica Savannah,2016-03-25,,Lower Quantitation Limit,0.074,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:190514:1000:SR:S,Sample-Routine,Sediment,,2019-05-14,10:00:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Disposable plastic scoop,,Magnesium,Total,5700,mg/kg,,Final,,Actual,,,,,,Metals in Solids by ICP-AES,,,,,,,6010C,USEPA,6010 C ~ Inductively Coupled Plasma - Atomic Emission Spectroscopy (ICP-AES),https://www.nemi.gov/methods/method_summary/4712/,,,,Lower Reporting Limit,49.4,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:190605:1050::S,Quality Control Sample-Field Replicate,Sediment,,2019-06-05,10:50:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Disposable plastic scoop,,Calcium,Total,3140,mg/kg,,Final,,Actual,,,,,,Metals in Solids by ICP-AES,,,,,,,6010C,USEPA,6010 C ~ Inductively Coupled Plasma - Atomic Emission Spectroscopy (ICP-AES),https://www.nemi.gov/methods/method_summary/4712/,,,,Lower Reporting Limit,49.1,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68_032216L,Sample-Routine,Water,Surface Water,2016-03-22,10:27:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A68,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Potassium,Total,720,ug/l,J,Final,,Actual,Wet,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,TestAmerica Savannah,2016-03-29,,Lower Quantitation Limit,1000,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68_102615 P,Field Msr/Obs,Water,Surface Water,2015-10-26,11:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A68,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Probe/Sensor,,pH,,7.15,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:190605:1050::W,Quality Control Sample-Field Replicate,Water,,2019-06-05,10:50:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Silver,Dissolved,0.45,ug/l,J;U,Final,,Actual,,,,,,"Metals - Dissolved, in Water by ICP/MS",,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,Method Detection Level,1.0,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68_SED_060616L,Sample-Routine,Sediment,,2016-06-06,11:05:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A68,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Disposable plastic scoop,,Aluminum,Total,9000,mg/kg,,Final,,Actual,Dry,,,,,,,,,,,,6010C,USEPA,6010 C ~ Inductively Coupled Plasma - Atomic Emission Spectroscopy (ICP-AES),https://www.nemi.gov/methods/method_summary/4712/,TestAmerica Savannah,2016-06-09,,Lower Quantitation Limit,24,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:190514:1000:SR:W,Sample-Routine,Water,,2019-05-14,10:00:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Cobalt,Total,10,ug/l,U,Final,,Actual,,,,,,Metals in Water by ICP-AES,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,,,,Lower Reporting Limit,10,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:190514:1005::W,Quality Control Sample-Field Replicate,Water,,2019-05-14,10:05:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Barium,Total,21,ug/l,,Final,,Actual,,,,,,Metals in Water by ICP-AES,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,,,,Lower Reporting Limit,10,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68_032216L,Sample-Routine,Water,Surface Water,2016-03-22,10:27:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A68,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Lead,Dissolved,0.079,ug/l,J,Final,,Actual,Wet,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2016-03-29,,Lower Quantitation Limit,0.3,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:190514:1000:SR:W,Sample-Routine,Water,,2019-05-14,10:00:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Antimony,Dissolved,2.0,ug/l,U,Final,,Actual,,,,,,"Metals - Dissolved, in Water by ICP/MS",,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,Lower Reporting Limit,2.0,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:190514:1005::W,Quality Control Sample-Field Replicate,Water,,2019-05-14,10:05:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Total suspended solids,Total,4.04,mg/l,,Final,,Actual,,,,,,NFS or Nonfilterable Solids,,,,,,,2540-D,APHA,2540 D ~ Total Suspended Solids in Water,https://www.nemi.gov/methods/method_summary/9819/,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:181106:1045::W,Quality Control Sample-Field Replicate,Water,,2018-11-06,10:45:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Manganese,Dissolved,1620,ug/l,,Final,,Actual,,,,,,"Metals - Dissolved, in Water by ICP/MS",,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,Lower Reporting Limit,1.0,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:190605:1045:SR:W,Sample-Routine,Water,,2019-06-05,10:45:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Molybdenum,Total,5.0,ug/l,U,Final,,Actual,,,,,,Metals in Water by ICP/MS,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,Lower Reporting Limit,5.0,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:190605:1045:SR:S,Sample-Routine,Sediment,,2019-06-05,10:45:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Disposable plastic scoop,,Aluminum,Total,10800,mg/kg,,Final,,Actual,,,,,,Metals in Solids by ICP-AES,,,,,,,6010C,USEPA,6010 C ~ Inductively Coupled Plasma - Atomic Emission Spectroscopy (ICP-AES),https://www.nemi.gov/methods/method_summary/4712/,,,,Lower Reporting Limit,5.0,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:191002:1720:SR:W,Sample-Routine,Water,,2019-10-02,17:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,,,,Water Bottle,,Aluminum,Dissolved,50,ug/l,U,Final,,Actual,,,,,,"Metals - Dissolved, in Water by ICP-AES",,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,,,,Lower Reporting Limit,50,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68SE_102615,Sample-Routine,Sediment,,2015-10-26,11:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A68,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Disposable plastic scoop,,Magnesium,Total,5600,mg/kg,,Final,,Actual,Dry,,,,,,,,,,,,6010C,USEPA,6010 C ~ Inductively Coupled Plasma - Atomic Emission Spectroscopy (ICP-AES),https://www.nemi.gov/methods/method_summary/4712/,TestAmerica Savannah,2015-11-04,,Lower Quantitation Limit,26,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68_MI_092716B,Field Msr/Obs,Biological,,2016-09-27,,,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A68,,,,,NRSA,USEPA_REGION8,National River  and Streams Assessment Benthic Collection method,D-Frame Net,,Count,,18,count,,Final,,Actual,,,,,,,,,,,Baetis,,,,,,"Rhithron Associates, Inc.",,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:191002:1720::W,Quality Control Sample-Field Replicate,Water,,2019-10-02,17:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,,,,Water Bottle,,Vanadium,Total,1,ug/l,U,Final,,Actual,,,,,,Metals in Water by ICP/MS,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,Lower Reporting Limit,1,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:190605:1050::W,Quality Control Sample-Field Replicate,Water,,2019-06-05,10:50:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Water Bottle,,Phosphorus,Unfiltered,0.0169,mg/l,J;U,Final,,Actual,,,,,,"Total Phosphorus in Water, Colorimetric",,,,,,,365.4,USEPA,Total Phosphorus After Block Digestion,https://www.nemi.gov/methods/method_summary/5313/,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68_032216L,Sample-Routine,Water,Surface Water,2016-03-22,10:27:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A68,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Potassium,Dissolved,720,ug/l,J,Final,,Actual,Wet,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,TestAmerica Savannah,2016-03-31,,Lower Quantitation Limit,1000,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68_SED_032216L,Sample-Routine,Sediment,,2016-03-22,10:27:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A68,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Disposable plastic scoop,,Nickel,Total,11,mg/kg,,Final,,Actual,Dry,,,,,,,,,,,,6020A,USEPA,6020 A ~ ICP-MS,https://www.nemi.gov/methods/method_summary/9186/,TestAmerica Savannah,2016-03-25,,Lower Quantitation Limit,1.5,mg/kg,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:191002:1720::W,Quality Control Sample-Field Replicate,Water,,2019-10-02,17:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,,,,Water Bottle,,Mercury,Total,0.25,ug/l,U,Final,,Actual,,,,,,Mercury in Water,,,,,,,7473,USEPA,Mercury in solids and solutions by thermal decomposition,https://www.nemi.gov/methods/method_summary/10002/,,,,Lower Reporting Limit,0.25,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68_092716P,Field Msr/Obs,Water,Surface Water,2016-09-27,11:45:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A68,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Probe/Sensor,,pH,,6.88,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68_032216L,Sample-Routine,Water,Surface Water,2016-03-22,10:27:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed;GKM_Followup,,USEPA_REGION8-A68,,,,,FOLLOWUPGKM,USEPA_REGION8,Follow up monitoring for the GKM Release,Water Bottle,,Cobalt,Total,2.1,ug/l,,Final,,Actual,Wet,,,,,,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,TestAmerica Savannah,2016-03-29,,Lower Quantitation Limit,0.4,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:191002:1720::W,Quality Control Sample-Field Replicate,Water,,2019-10-02,17:20:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,,,,Water Bottle,,Silver,Total,1,ug/l,U,Final,,Actual,,,,,,Metals in Water by ICP/MS,,,,,,,200.8,USEPA,Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,,,,Lower Reporting Limit,1,ug/l,,STORET
USEPA_REGION8,USEPA Region 8,USEPA_REGION8-A68:181106:1045:SR:S,Sample-Routine,Sediment,,2018-11-06,10:45:00,MST,,,,,,,,,,,Animas_SanJuan_Watershed,,USEPA_REGION8-A68,,,,,WIIN_San_Juan_WM,USEPA_REGION8,WIIN Act San Juan Watershed Monitoring,Disposable plastic scoop,,Barium,Total,271,mg/kg,,Final,,Actual,,,,,,Metals in Solids by ICP-AES,,,,,,,6010C,USEPA,6010 C ~ Inductively Coupled Plasma - Atomic Emission Spectroscopy (ICP-AES),https://www.nemi.gov/methods/method_summary/4712/,,,,Lower Reporting Limit,2.0,mg/kg,,STORET
